,Id,Label,name,Degree,Authority,Modularity.Class,PageRank,Clustering.Coefficient,Number.of.triangles,Eigenvector.Centrality,Eccentricity,Closeness.Centrality,Betweenness.Centrality,ave_view,ave_comment,ave_mylist,ave_starttime,ave_length,Points,training,modify_probability
581.0 ,2825.0 ,2825.0 ,キティのことか,9,5.00E-04,9,0.000493,1,36,0.028841922,3,2.725619835,0,4177,103,10,2010/6/16 20:49,184,4427.52704,0,0.092245005
582.0 ,2826.0 ,2826.0 ,夏です,16,8.49E-04,9,0.000816,0.666666667,80,0.042979705,3,2.653719008,22.79401625,17094.875,648,46.375,2010/7/24 8:24,460.625,18414.89563,0,0.25948169
583.0 ,2830.0 ,2830.0 ,怖い話,31,0.001598641,9,0.001399641,0.410752688,191,0.083267993,3,2.566115702,419.7581536,4380.62201,59.58851675,6.344497608,2014/10/10 19:15,335.7033493,4534.579442,0,0.560627198
584.0 ,2846.0 ,2846.0 ,ホモ,9,5.00E-04,9,0.000528,1,36,0.019848721,3,2.790909091,0,5962,175,34,2011/9/25 17:41,176,6642.037271,0,0.020010656
585.0 ,2851.0 ,2851.0 ,ゆっくり魔理沙,17,8.99E-04,14,0.000787,0.764705882,104,0.085427224,3,2.39338843,41.7633074,7456.75,132.125,97.125,2013/9/21 3:14,338.75,9043.478726,0,0.015451053
586.0 ,2855.0 ,2855.0 ,テムザック,10,5.50E-04,21,0.00061,1,45,0.015930132,3,2.81322314,0,10743,442,81,2011/7/1 3:23,260,12382.65897,0,0.785703289
587.0 ,2858.0 ,2858.0 ,シナリオクリア,9,5.00E-04,16,0.000585,1,36,0.03461143,3,2.395041322,0,316,4,2,2012/6/7 16:50,374,349.9503106,1,0
588.0 ,2861.0 ,2861.0 ,ジェットアッパー,9,5.00E-04,11,0.000577,1,36,0.013906713,3,2.880165289,0,475,51,2,2012/7/8 11:55,200,551.0738636,1,0
589.0 ,2863.0 ,2863.0 ,カルネージハートエクサ,11,5.99E-04,14,0.00063,0.945454545,52,0.056457855,3,2.362809917,0.333333333,1606,91,7.5,2013/3/23 12:18,652.75,1804.641684,1,0
590.0 ,2867.0 ,2867.0 ,アイマスMAD処女作,9,5.00E-04,22,0.000508,1,36,0.046446381,3,2.381818182,0,1033,88,32,2013/3/31 23:23,782,1594.283608,1,0
591.0 ,2869.0 ,2869.0 ,デスなんとかさん,9,5.00E-04,22,0.000558,1,36,0.05349245,3,2.410743802,0,11580,631,15,2010/11/23 20:21,695,12403.43326,0,0.681618607
592.0 ,2871.0 ,2871.0 ,うｐ主先生の次回作にご期待ください,9,5.00E-04,22,0.00055,1,36,0.05363109,3,2.410743802,0,10728,405,38,2011/12/19 18:00,680,11688.31689,0,0.547468606
593.0 ,2874.0 ,2874.0 ,サニーサイドアップ,10,5.50E-04,22,0.000584,1,45,0.057662832,3,2.383471074,0,81156,1515,232,2010/9/14 0:59,621,86123.31433,0,0.664601387
594.0 ,2875.0 ,2875.0 ,ボイン.,9,5.00E-04,14,0.000549,1,36,0.055428411,3,2.395041322,0,7789.676607,1572.329706,620.000812,2011/7/18 12:55,718.276649,18414.3508,0,0.129531387
595.0 ,2877.0 ,2877.0 ,もてなし過ぎなメガ様,10,5.50E-04,22,0.000591,1,45,0.057104317,3,2.409917355,0,3847,200,6,2010/10/13 7:32,1068,4127.130767,0,0.975342029
596.0 ,2880.0 ,2880.0 ,チキン野郎.,10,5.50E-04,22,0.000589,1,45,0.057429203,3,2.383471074,0,25444.95824,2022.196005,299.9247045,2011/6/29 2:49,516.0950753,31818.75413,0,0.252714423
597.0 ,2885.0 ,2885.0 ,さんしょ,11,5.99E-04,22,0.000647,0.763636364,42,0.06119969,3,2.408264463,3.672222222,16719,820,135.5,2010/11/13 6:40,986.5,19533.45649,0,0.967911919
598.0 ,2888.0 ,2888.0 ,まさかのナナメ移動,9,5.00E-04,22,0.000551,1,36,0.055867084,3,2.384297521,0,83362,3089,342,2010/11/14 0:44,1018,91471.06117,0,0.914899191
599.0 ,2892.0 ,2892.0 ,デス様,9,5.00E-04,22,0.000581,1,36,0.051740643,3,2.410743802,0,15036,795,54,2010/11/17 0:56,1295,16601.21246,0,0.970919724
600.0 ,2895.0 ,2895.0 ,ねー.,10,5.50E-04,13,0.000586,1,45,0.055206995,3,2.400826446,0,30501.73638,897.1841415,225.6131722,2011/5/28 9:35,708.6282493,34757.6651,0,0.289278818
601.0 ,2899.0 ,2899.0 ,スーパーマリオギャラクシー2,9,5.00E-04,22,0.000558,1,36,0.053202356,3,2.410743802,0,4828,514,23,2011/5/29 11:25,1245,5637.755638,0,0.962714421
602.0 ,2900.0 ,2900.0 ,東方ＧＴＡ,10,5.50E-04,14,0.000589,0.888888889,40,0.027411565,3,2.676033058,3.727272727,5017.5,162,36.25,2012/6/28 14:35,590.25,5718.218317,0,0.043436456
603.0 ,2901.0 ,2901.0 ,ニトリ,10,5.50E-04,14,0.000574,1,45,0.026934129,3,2.680991736,0,9947,314,69,2012/1/2 4:09,850,11286.45537,0,0.48059186
604.0 ,2903.0 ,2903.0 ,カリスマ,9,5.00E-04,14,0.000522,1,36,0.025026836,3,2.681818182,0,22857,497,174,2013/3/26 16:36,290,25953.50149,0,0.021377796
605.0 ,2905.0 ,2905.0 ,ゆっくり劇場part1リンク,21,0.001099066,14,0.000985,0.571428571,120,0.073839037,3,2.485950413,199.4837578,1934,72,37.57142857,2014/4/17 23:31,400.5714286,2567.034693,0,0.309447337
606.0 ,2906.0 ,2906.0 ,日記,53,0.002697707,14,0.002336019,0.25616836,353,0.143637358,3,2.28677686,1967.089756,6790.324324,176.8918919,47.54054054,2012/1/28 17:20,346.6756757,7675.863622,0,0.511249833
607.0 ,2908.0 ,2908.0 ,ゆっくり会計士,19,9.99E-04,14,0.000926,0.584795322,100,0.067631688,3,2.472727273,206.7354911,2096,84,21.52941176,2014/5/3 17:49,542.8235294,2499.736132,0,0.296731121
608.0 ,2909.0 ,2909.0 ,ﾏｽﾀｰｽﾊﾟｰｸ.物理,10,5.50E-04,14,0.00055,1,45,0.030449862,3,2.680991736,0,41402.05608,1789.442761,194.5506003,2011/5/30 20:23,374.6695451,46035.95289,0,0.243113661
609.0 ,2910.0 ,2910.0 ,東方探偵物語,23,0.001198981,14,0.001197651,0.47826087,121,0.040681096,3,2.665289256,39.2534632,4206.75,130.5833333,32.75,2013/1/19 22:05,672.3333333,4824.681347,0,0.574483909
610.0 ,2911.0 ,2911.0 ,ゆっくり.アフレコ,9,5.00E-04,14,0.00051,1,36,0.029293004,3,2.681818182,0,7534.415273,922.2648238,737.6707525,2011/7/11 16:50,746.9653137,19429.23106,0,0.430949847
611.0 ,2912.0 ,2912.0 ,ガラシャープ,10,5.50E-04,14,0.000629,1,45,0.020088557,3,2.72892562,0,374,19,5,2015/10/13 2:29,282,467.0929648,1,0
612.0 ,2913.0 ,2913.0 ,スペルカード表記の真実,10,5.50E-04,14,0.000552,1,45,0.032371272,3,2.676859504,0,21554,908,335,2010/2/21 23:22,517,27450.83454,0,0.711467119
613.0 ,2916.0 ,2916.0 ,その動画.sm12329990,10,5.50E-04,14,0.000528,1,45,0.029353982,3,2.688429752,0,43109.88503,2085.413857,219.3021407,2011/6/9 2:00,527.8963792,48389.06992,0,0.331273082
614.0 ,2917.0 ,2917.0 ,オ.ノーレ,9,5.00E-04,15,0.000531,1,36,0.055792281,3,2.312396694,0,1778.170982,2594.189624,569.5452981,2011/6/20 11:11,742.5143209,11553.75377,0,0.140282096
615.0 ,2918.0 ,2918.0 ,R.TYPE?版ライオス.sm11213402,9,5.00E-04,15,0.000536,1,36,0.055637474,3,2.312396694,0,3438.858114,1242.204235,283.0381216,2011/6/28 5:50,715.6209544,8615.788055,0,0.106448173
616.0 ,2920.0 ,2920.0 ,アイレム,9,5.00E-04,15,0.00053,1,36,0.056114896,3,2.311570248,0,237638,5903,1620,2012/1/6 21:23,1160,267698.8672,1,0
617.0 ,2923.0 ,2923.0 ,ゆっくり落語,17,8.99E-04,21,0.000822,0.705882353,96,0.05855873,3,2.495867769,23.55043634,16395.33333,339.3333333,182.3333333,2011/4/7 13:59,1210.5,19462.86007,0,0.868637519
618.0 ,2925.0 ,2925.0 ,sims3_スーパーナチュラル,9,5.00E-04,14,0.000601,1,36,0.035644463,3,2.332231405,0,10851,696,66,2012/10/13 11:36,861,12495.28675,0,0.024860413
619.0 ,2927.0 ,2927.0 ,にとり直し,9,5.00E-04,14,0.000572,1,36,0.01911033,3,2.742975207,0,3050,42,15,2010/4/29 16:50,11,3316.43225,0,0.153639745
620.0 ,2929.0 ,2929.0 ,もっともっと評価されるべき,11,5.99E-04,22,0.00061,0.709090909,39,0.040629281,3,2.370247934,31.59202777,3600.666667,177.3333333,27.33333333,2011/8/28 5:48,436.6666667,4179.736043,0,0.067305411
621.0 ,2942.0 ,2942.0 ,マウスカーソル,11,5.99E-04,21,0.000548,0.909090909,50,0.076588523,3,2.094214876,6.615431462,4451.333333,79.66666667,27.33333333,2008/9/3 15:22,105.3333333,4939.607653,0,0.071930397
622.0 ,2946.0 ,2946.0 ,朗読,33,0.001698556,9,0.001464151,0.412878788,218,0.096426952,3,2.465289256,519.8150192,4782.666667,146.6333333,17.6,2011/1/13 3:12,434.8333333,5188.953574,0,0.513534611
623.0 ,2948.0 ,2948.0 ,テラカオス,10,5.50E-04,1,0.000598,1,45,0.016985389,3,2.82892562,0,3780,111,25,2008/11/24 17:53,556,4262.853677,0,0.259950809
624.0 ,2949.0 ,2949.0 ,ゆっくりthere,10,5.50E-04,8,0.000579,1,45,0.017330806,3,2.824793388,0,53310,1223,2119,2008/12/6 16:49,215,86291.59795,0,0.317192939
625.0 ,2951.0 ,2951.0 ,呪歌,10,5.50E-04,21,0.000547,1,45,0.029740289,3,2.671900826,0,8704,267,88,2008/12/7 17:41,155,10283.13059,0,0.846109563
626.0 ,2954.0 ,2954.0 ,ゆっくり猥談,30,0.001548684,14,0.001389573,0.416091954,181,0.086364959,3,2.453719008,446.0112818,13491.72727,546.8181818,179.1818182,2010/9/14 7:29,417.2727273,16705.24193,0,0.875773043
627.0 ,2955.0 ,2955.0 ,アウトの人,10,5.50E-04,14,0.000536,1,45,0.030537289,3,2.707438017,0,22114,1067,222,2012/2/11 1:46,574,26462.35286,0,0.234454614
628.0 ,2956.0 ,2956.0 ,ニコニコ百物語,13,6.99E-04,9,0.000639,0.884615385,69,0.041063796,3,2.701652893,12.06768469,16473.5,369,27.5,2012/4/21 10:02,598,17246.92881,0,0.120125591
629.0 ,2958.0 ,2958.0 ,むっくり,9,5.00E-04,9,0.000476,1,36,0.031201175,3,2.749586777,0,9092,279,29,2013/12/21 17:12,600,9797.719043,0,0.075955741
630.0 ,2963.0 ,2963.0 ,ブロンティスト,9,5.00E-04,20,0.000543,1,36,0.041613215,3,2.282644628,0,37082,2388,497,2009/1/23 3:51,540,46782.31869,0,0.126622346
631.0 ,2966.0 ,2966.0 ,我ながらこれはひどい,8,4.50E-04,8,0.000449,0.821428571,23,0.033587975,3,2.653719008,6.4521025,96,4.5,1.5,2010/1/11 9:29,132,122.8014706,1,0
632.0 ,2974.0 ,2974.0 ,心折設計,10,5.50E-04,15,0.000578,1,45,0.057459499,3,2.311570248,0,82111,3024.5,266.5,2011/1/20 0:51,926.5,89025.88775,0,0.745305478
633.0 ,2990.0 ,2990.0 ,ね、簡単でしょう？,13,6.99E-04,21,0.000655,0.782051282,61,0.048739919,3,2.585123967,38.43449208,22601.33333,435.6666667,203.3333333,2010/2/8 4:17,263,26078.83293,0,0.842620345
634.0 ,3060.0 ,3060.0 ,車載動画,22,0.001149023,4,0.001077228,0.480519481,111,0.047179132,3,2.627272727,170.9299843,6456.828358,172.0895522,43.20149254,2011/12/31 14:04,541.6343284,7272.501707,0,0.164402011
635.0 ,3062.0 ,3062.0 ,東海道,10,5.50E-04,4,0.000547,1,45,0.024855578,3,2.734710744,0,4646.230769,108.3846154,38.15384615,2012/9/11 19:55,553.9230769,5324.472046,0,0.01791922
636.0 ,3109.0 ,3109.0 ,洒落怖,28,0.001448769,9,0.001312602,0.396825397,150,0.072403407,3,2.556198347,596.1242514,4342.724138,77.24137931,11.37931034,2013/4/2 5:49,381.7241379,4589.308802,0,0.529936466
637.0 ,3131.0 ,3131.0 ,フルスクリーン推奨,9,5.00E-04,22,0.000542,1,36,0.057938632,3,2.403305785,0,133503.5,4008,494,2012/6/23 9:42,1124.5,144805.0984,1,0
638.0 ,3134.0 ,3134.0 ,バトレボ,16,8.49E-04,22,0.000832,0.625,75,0.082765902,3,2.265289256,39.00024008,3755.5,172.5,55.75,2010/10/25 2:48,764.75,4756.780593,0,0.905071244
639.0 ,3192.0 ,3192.0 ,ゆっくりTRPG完結済みリンク,14,7.49E-04,22,0.00075,0.681318681,62,0.065792823,3,2.399173554,13.48259131,106515.56,1835.56,2037.4,2013/2/21 19:11,832.92,138881.598,1,0
640.0 ,3198.0 ,3198.0 ,パラノイアpart1.0.リンク,9,5.00E-04,22,0.000525,1,36,0.039959814,3,2.423966942,0,11759.6879,1587.984213,298.9721516,2011/7/11 14:47,761.9121786,17647.46948,0,0.394935198
641.0 ,3218.0 ,3218.0 ,ばかす,9,5.00E-04,22,0.000581,1,36,0.051740643,3,2.410743802,0,18126.5,998.5,72.5,2010/12/29 14:29,1326.25,20160.56604,0,0.970438257
642.0 ,3260.0 ,3260.0 ,棒歌ロイド,58,0.002947495,21,0.002627667,0.217785844,360,0.132482464,3,2.327272727,2132.855736,24164.45349,891.0465116,517.9651163,2011/1/23 6:01,201.9534884,32793.93035,0,0.511249834
643.0 ,3299.0 ,3299.0 ,トゥートゥー,9,5.00E-04,22,0.000519,1,36,0.06406564,3,2.279338843,0,435,17,1,2010/8/4 19:15,408,466.3620309,1,0
644.0 ,3303.0 ,3303.0 ,でっていう,10,5.50E-04,21,0.000524,1,45,0.055959808,3,2.303305785,0,19314,599,1051,2010/9/28 20:58,363,35660.8849,0,0.091968318
645.0 ,3306.0 ,3306.0 ,謎の感動,16,8.49E-04,22,0.000817,0.541666667,65,0.088289321,3,2.184297521,182.4199114,9513.5,521.9375,81.5,2010/12/2 4:51,563,11231.0105,0,0.665026997
646.0 ,3307.0 ,3307.0 ,ﾊﾞｰﾊﾞｰｲｪｯﾂｲｪｯﾂ,9,5.00E-04,22,0.000559,1,36,0.055744941,3,2.29338843,0,3331,334,2,2011/4/11 19:53,351,3664.578402,0,0.036962471
647.0 ,3312.0 ,3312.0 ,どうあがいても破滅なクトゥルフ神話,11,5.99E-04,22,0.000617,0.818181818,45,0.062339661,3,2.401652893,1.823387723,4023,116.3333333,27,2012/12/2 18:24,411.3333333,4541.085047,0,0.022464338
648.0 ,3313.0 ,3313.0 ,これ何動画だっけ.,9,5.00E-04,22,0.000531,1,36,0.058237992,3,2.403305785,0,10733.34024,2277.359558,293.4306252,2011/7/11 11:16,646.4490361,17022.32787,0,0.248324877
649.0 ,3318.0 ,3318.0 ,丼娘,12,6.49E-04,22,0.000701,0.757575758,50,0.065066894,3,2.290909091,69.40940934,2644.071429,52.64285714,22.35714286,2010/1/20 1:58,673.7857143,3031.052232,0,0.217511413
650.0 ,3319.0 ,3319.0 ,サイバーフォーミュラ,9,5.00E-04,22,0.00057,1,36,0.047561731,3,2.410743802,0,3192,53,22,2009/11/20 12:23,599,3574.14019,0,0.551527716
651.0 ,3326.0 ,3326.0 ,ホワイトデー,10,5.50E-04,4,0.000539,1,45,0.031681652,3,2.688429752,0,2383,273,28,2010/3/14 9:08,309,3048.232116,0,0.088732984
652.0 ,3332.0 ,3332.0 ,ハヤシライス,10,5.50E-04,4,0.000598,1,45,0.013657525,4,2.880991736,0,366,19,5,2011/7/21 0:56,280,459.074359,1,0
653.0 ,3341.0 ,3341.0 ,ダイナマ伊藤,9,5.00E-04,4,0.000589,1,36,0.034047805,3,2.384297521,0,127213,4839,397,2010/10/2 18:24,1028,137830.208,1,0
654.0 ,3346.0 ,3346.0 ,再生しなくても動く,10,5.50E-04,9,0.000523,1,45,0.033511132,3,2.69338843,0,8600,670,87,2010/5/23 5:00,22,10527.02522,0,0.085328253
655.0 ,3347.0 ,3347.0 ,神回,33,0.001698556,21,0.001621186,0.3125,165,0.113054555,3,2.116528926,2891.745126,35584.5,1724.916667,194,2011/2/8 13:53,832.4166667,40140.08156,0,0.511307535
656.0 ,3360.0 ,3360.0 ,世界の新着動画完走組,13,6.99E-04,21,0.000638,0.756410256,59,0.056303664,3,2.562809917,29.49270352,80307.5,688.8333333,691.8333333,2011/1/8 21:25,264.6666667,91368.02476,0,0.593559827
657.0 ,3361.0 ,3361.0 ,回文,8,4.50E-04,21,0.000433,0.964285714,27,0.053266971,3,2.5,0.689488062,1145.833333,77.66666667,18.33333333,2010/6/17 23:45,208.3333333,1493.642576,1,0
658.0 ,3365.0 ,3365.0 ,天王星,12,6.49E-04,21,0.000632,0.848484848,56,0.032847213,3,2.69338843,51.35123029,50994.66667,276.8333333,121.1666667,2011/2/22 15:18,147,53087.5088,0,0.359655979
659.0 ,3366.0 ,3366.0 ,宇宙の車窓から,51,0.002597792,21,0.002396727,0.250980392,320,0.073498258,3,2.590082645,991.9525689,56870.33333,515.3333333,182.7916667,2011/2/25 11:17,175.7083333,60122.92857,0,0.511250404
660.0 ,3370.0 ,3370.0 ,じたばたP,9,5.00E-04,8,0.000505,1,36,0.021909483,3,2.765289256,0,5149,134,238,2011/4/23 18:31,265,8849.747691,0,0.050413654
661.0 ,3371.0 ,3371.0 ,ゆっくり算数教室,11,5.99E-04,21,0.000554,0.963636364,53,0.054608322,3,2.546280992,3.752655357,5952.2,571.2,127.4,2010/6/25 23:50,363.8,8385.342828,0,0.722237372
662.0 ,3372.0 ,3372.0 ,萌えっ娘もんすたぁ,9,5.00E-04,22,0.000564,1,36,0.052885755,3,2.410743802,0,161660,1835,4109.666667,2010/3/14 8:01,752,225119.9097,1,0
663.0 ,3373.0 ,3373.0 ,スーパードンキーコング,10,5.50E-04,22,0.000578,1,45,0.058915022,3,2.394214876,0,24221,635,335,2010/3/13 12:40,564,29864.99329,0,0.672106918
664.0 ,3374.0 ,3374.0 ,スターオーシャンモナー,10,5.50E-04,22,0.000551,1,45,0.046111245,3,2.421487603,0,541,58,1,2010/3/13 23:53,1423,608.3933333,1,0
665.0 ,3381.0 ,3381.0 ,ピー助山,9,5.00E-04,22,0.000548,1,36,0.054438556,3,2.410743802,0,57380,1967,871,2011/5/6 16:10,1208,72347.74863,0,0.959103759
666.0 ,3382.0 ,3382.0 ,伝説の始まり,16,8.49E-04,22,0.000875,0.5,60,0.073532599,3,2.280165289,131.1749605,166013,3463.3,3209.1,2011/3/4 23:57,789.1,217543.3416,1,0
667.0 ,3383.0 ,3383.0 ,ホラー実況プレイpart1リンク,9,5.00E-04,22,0.000557,1,36,0.053736815,3,2.410743802,0,104350.4,3960.2,1255.7,2011/9/18 14:25,1012.6,127002.9612,1,0
668.0 ,3384.0 ,3384.0 ,ザ.スーパー忍?,9,5.00E-04,22,0.000566,1,36,0.052925872,3,2.408264463,0,14229.13391,1612.598113,257.7061377,2011/7/16 11:59,708.5076984,19545.79841,0,0.367616078
669.0 ,3385.0 ,3385.0 ,スナザメ,9,5.00E-04,22,0.000557,1,36,0.053736815,3,2.410743802,0,147683,6815,1766,2012/5/12 14:02,980,180690.7836,1,0
670.0 ,3390.0 ,3390.0 ,へるしんか,9,5.00E-04,15,0.000589,1,36,0.035276301,3,2.42892562,0,1563,47,21,2011/7/22 7:02,766,1923.645616,1,0
671.0 ,3393.0 ,3393.0 ,グラディウスリバース,9,5.00E-04,22,0.000558,1,36,0.053393373,3,2.410743802,0,14085,525,127,2010/11/22 17:29,1091,16496.29708,0,0.943063733
672.0 ,3400.0 ,3400.0 ,ぬこぬこ動画,9,5.00E-04,22,0.000542,1,36,0.054707788,3,2.410743802,0,2175,203,37,2012/3/4 21:09,768,2915.936232,0,0.389091791
673.0 ,3404.0 ,3404.0 ,ドスジャギィ,9,5.00E-04,18,6.00E-04,1,36,0.03457357,3,2.428099174,0,12862,372,178,2011/12/20 21:59,750,15893.68208,0,0.222073267
674.0 ,3406.0 ,3406.0 ,テント張りの達人,9,5.00E-04,22,0.000563,1,36,0.053005966,3,2.410743802,0,40035,1113,704,2011/10/2 11:59,989,51678.4012,0,0.891444505
675.0 ,3413.0 ,3413.0 ,シナリオ配布,9,5.00E-04,22,0.00053,1,36,0.033082753,4,2.438842975,0,50490,1424,185,2012/5/11 17:34,972,54650.07841,0,0.361692635
676.0 ,3415.0 ,3415.0 ,シャドウラン,9,5.00E-04,22,0.000535,1,36,0.057741392,3,2.403305785,0,3301,147,14,2012/5/12 16:39,1181,3651.758232,0,0.925111361
677.0 ,3425.0 ,3425.0 ,ぼっちアリスの中二病ＴＲＰＧ,9,5.00E-04,22,0.000535,1,36,0.036786461,3,2.385123967,0,61078,1019,303,2012/10/17 19:35,1084,66625.3596,0,0.627690517
678.0 ,3429.0 ,3429.0 ,もっと野菜食えよ.,10,5.50E-04,6,0.000588,1,45,0.0427068,3,2.407438017,0,26995.13173,821.3629616,149.5445912,2011/6/1 2:05,652.9054535,30035.54012,0,0.03864616
679.0 ,3431.0 ,3431.0 ,クトゥルフピザ,9,5.00E-04,19,0.000568,1,36,0.036577262,3,2.423966942,0,26970,471,58,2012/10/20 21:22,721,28302.93276,0,0.081617843
680.0 ,3432.0 ,3432.0 ,ダンジョンズ&amp:ドラゴンズ,21,0.001099066,22,0.001106009,0.50952381,107,0.082518139,3,2.347107438,72.37758289,15000,1440.313251,190.1758822,2011/6/2 19:25,479.8046018,19168.21058,0,0.459819931
681.0 ,3435.0 ,3435.0 ,さいばんちょーが悪い,9,5.00E-04,22,0.000542,1,36,0.057938632,3,2.403305785,0,263404,7937,943,2012/10/21 20:49,1649,285254.6387,1,0
682.0 ,3438.0 ,3438.0 ,がんばりましょう,9,5.00E-04,21,0.000582,1,36,0.014172795,3,2.80661157,0,6369.5,191,29.5,2010/4/20 11:33,463,6997.464188,0,0.913148997
683.0 ,3439.0 ,3439.0 ,わくわく★ゆうかりんランド！,18,9.49E-04,14,0.000898,0.575163399,88,0.046632368,3,2.611570248,21.09721764,7441,385,35,2011/10/4 8:45,914,8332.144256,0,0.620299819
684.0 ,3440.0 ,3440.0 ,ニコ生,10,5.50E-04,21,0.000538,1,45,0.034289144,3,2.67107438,0,13267,417,420,2010/11/1 4:27,372,19971.67094,0,0.921688968
685.0 ,3441.0 ,3441.0 ,ペロペロ禁止,10,5.50E-04,21,0.000558,1,45,0.029263194,3,2.692561983,0,29394,657,94,2010/12/4 17:14,463,31446.68091,0,0.940355856
686.0 ,3443.0 ,3443.0 ,中画面推奨,11,5.99E-04,21,0.000561,0.945454545,52,0.04616677,3,2.582644628,6.047152784,107357,2710.5,942,2011/1/7 9:55,483,124131.3182,1,0
687.0 ,3444.0 ,3444.0 ,宇宙,23,0.001198981,21,0.001135551,0.494071146,125,0.042079916,3,2.710743802,155.6797683,48465,464.3333333,178.6666667,2011/4/16 3:49,192.6666667,51604.9429,0,0.461789057
688.0 ,3445.0 ,3445.0 ,ミマス.衛星.,10,5.50E-04,21,0.00055,1,45,0.0232114,4,2.8,0,55651.12711,997.0146338,217.9544839,2011/6/4 9:12,801.491748,59899.97867,0,0.648588446
689.0 ,3446.0 ,3446.0 ,嘘字幕,15,7.99E-04,22,0.000798,0.571428571,60,0.092628442,3,2.098347107,427.4111528,26526.25,657.5,178.75,2010/9/26 16:13,684.25,29849.20078,0,0.946253927
690.0 ,3448.0 ,3448.0 ,卵,10,5.50E-04,21,0.000571,1,45,0.018999929,4,2.814049587,0,47759,396,132,2011/3/10 23:40,165,50131.75242,0,0.437824902
691.0 ,3450.0 ,3450.0 ,ボカロメタル,11,5.99E-04,8,0.000627,0.872727273,48,0.025750335,3,2.7,76.23483511,6369,260.3333333,197.3333333,2011/7/23 10:46,178.6666667,9579.405582,0,0.006779929
692.0 ,3457.0 ,3457.0 ,モトコンポ,9,5.00E-04,4,0.00056,1,36,0.014569,3,2.808264463,0,8728,129,56,2013/4/6 18:58,266,9695.132952,0,0.00764591
693.0 ,3462.0 ,3462.0 ,パワードスーツは絶対に許さない,9,5.00E-04,22,0.00058,1,36,0.049960355,3,2.410743802,0,18705,521,41,2010/3/16 15:21,601,19826.91161,0,0.478527974
694.0 ,3464.0 ,3464.0 ,実況プレイ動画,9,5.00E-04,22,0.000512,0.777777778,28,0.070620844,3,2.258677686,27.46330357,4673.375,187.4375,19.25,2011/9/26 16:14,969.71875,5142.363245,0,0.644074035
695.0 ,3468.0 ,3468.0 ,それも私だ,9,5.00E-04,22,0.000551,1,36,0.050815261,3,2.409090909,0,33525,1441,87,2011/12/18 19:55,1730,36211.76168,0,0.989224351
696.0 ,3474.0 ,3474.0 ,オリハルコン製のビル,9,5.00E-04,22,0.000557,1,36,0.050619561,3,2.410743802,0,29924,581,59,2010/9/15 19:13,556,31378.9556,0,0.383176059
697.0 ,3475.0 ,3475.0 ,ごひ,9,5.00E-04,22,0.000557,1,36,0.050619561,3,2.410743802,0,27678,393,60,2010/9/19 15:27,559,28965.50965,0,0.384537805
698.0 ,3480.0 ,3480.0 ,クチナシ,9,5.00E-04,9,0.000493,1,36,0.028841922,3,2.725619835,0,4177,103,10,2010/6/16 20:49,184,4427.52704,0,0.092245005
699.0 ,3494.0 ,3494.0 ,メロン,9,5.00E-04,9,0.000528,1,36,0.019848721,3,2.790909091,0,5962,175,34,2011/9/25 17:41,176,6642.037271,0,0.020010656
700.0 ,3499.0 ,3499.0 ,のらけーね,10,5.50E-04,14,0.000535,1,45,0.039920042,3,2.590082645,0,9795,145,50,2009/12/5 11:55,92,10687.8954,0,0.254900811
701.0 ,3503.0 ,3503.0 ,レイサナの道を歩む,10,5.50E-04,14,0.000557,0.955555556,43,0.028580511,3,2.690082645,0.475,14454.66667,440.6666667,129.6666667,2012/12/17 6:39,390.3333333,16827.40907,0,0.0415809
702.0 ,3506.0 ,3506.0 ,ダラダラプレイ,9,5.00E-04,16,0.000585,1,36,0.03461143,3,2.395041322,0,316,4,2,2012/6/7 16:50,374,349.9503106,1,0
703.0 ,3511.0 ,3511.0 ,はるちは,9,5.00E-04,11,0.000577,1,36,0.013906713,3,2.880165289,0,475,51,2,2012/7/8 11:55,200,551.0738636,1,0
704.0 ,3513.0 ,3513.0 ,カルネージ舞台裏,11,5.99E-04,14,0.00063,0.945454545,52,0.056457855,3,2.362809917,0.333333333,1606,91,7.5,2013/3/23 12:18,652.75,1804.641684,1,0
705.0 ,3519.0 ,3519.0 ,オンラインセッション,9,5.00E-04,22,0.000514,1,36,0.050862673,3,2.349586777,0,1565,63,43,2013/4/3 2:04,461,2270.624776,0,0.030026242
706.0 ,3522.0 ,3522.0 ,ナノスーツ,10,5.50E-04,7,0.000605,1,45,0.053611427,3,2.409917355,0,9175,558,51,2012/5/13 18:50,1027,10466.17621,0,0.290041884
707.0 ,3534.0 ,3534.0 ,ハザードタイム,10,5.50E-04,22,0.000589,1,45,0.057429203,3,2.383471074,0,38212,2240,122,2010/10/27 2:11,835,42158.3346,0,0.908349233
708.0 ,3543.0 ,3543.0 ,ショタコン.ビ.,10,5.50E-04,22,0.000579,1,45,0.057816601,3,2.375206612,0,28008.63326,1800.039351,168.342253,2011/6/2 10:17,534.4912763,32225.71887,0,0.293664373
709.0 ,3544.0 ,3544.0 ,大坂(ゆっくり実況者),9,5.00E-04,0,0.000581,1,36,0.051740643,3,2.410743802,0,361228,33452,2629,2011/5/8 21:42,1390,431298.461,1,0
710.0 ,3545.0 ,3545.0 ,ぬし釣り,9,5.00E-04,22,0.00057,1,36,0.052120554,3,2.410743802,0,13117,466,33,2011/5/11 0:51,404,14062.05141,0,0.122014653
